Tag	dynamicColors	mergedColors
MIS12	grey	grey
MIS18A	turquoise	turquoise
MIS18BP1	blue	blue
MISP	grey	grey
MITD1	yellow	yellow
MITF	brown	brown
MIXL1	greenyellow	greenyellow
MKI67	turquoise	turquoise
MKKS	purple	purple
MKLN1	blue	blue
MKNK1	brown	brown
MKNK2	red	lightcyan
MKRN1	blue	blue
MKRN2	blue	blue
MKRN2OS	grey	grey
MKS1	yellow	yellow
MKX	turquoise	turquoise
MLEC	grey	grey
MLF1	turquoise	turquoise
MLF2	turquoise	turquoise
MLH1	grey	grey
MLH3	blue	blue
MLKL	greenyellow	greenyellow
MLLT1	red	lightcyan
MLLT10	green	green
MLLT11	turquoise	turquoise
MLLT3	grey	grey
MLLT6	yellow	yellow
MLPH	turquoise	turquoise
MLST8	cyan	black
MLX	blue	blue
MLXIP	purple	purple
MLXIPL	yellow	yellow
MLYCD	green	green
MMAA	black	black
MMAB	black	black
MMACHC	grey	grey
MMADHC	turquoise	turquoise
MMD	turquoise	turquoise
MME	grey	grey
MMEL1	turquoise	turquoise
MMGT1	midnightblue	midnightblue
MMP1	pink	pink
MMP10	magenta	magenta
MMP11	pink	pink
MMP12	turquoise	turquoise
MMP13	pink	pink
MMP14	pink	pink
MMP15	cyan	black
MMP17	grey	grey
MMP19	brown	brown
MMP2	pink	pink
MMP24	turquoise	turquoise
MMP25	greenyellow	greenyellow
MMP28	turquoise	turquoise
MMP3	pink	pink
MMP7	brown	brown
MMP9	brown	brown
MMRN1	tan	tan
MMRN2	tan	tan
MMS19	blue	blue
MMS22L	salmon	salmon
MN1	pink	pink
MNAT1	turquoise	turquoise
MND1	turquoise	turquoise
MNDA	brown	brown
MNS1	magenta	magenta
MNT	red	lightcyan
MNX1	grey	grey
MOAP1	turquoise	turquoise
MOB1A	salmon	salmon
MOB1B	blue	blue
MOB2	cyan	black
MOB3A	red	lightcyan
MOB3B	brown	brown
MOB3C	brown	brown
MOB4	turquoise	turquoise
MOCOS	turquoise	turquoise
MOCS1	tan	tan
MOCS2	red	lightcyan
MOCS3	turquoise	turquoise
MOGS	red	lightcyan
MOK	magenta	magenta
MON1A	black	black
MON1B	purple	purple
MON2	blue	blue
MORC2	red	lightcyan
MORC3	midnightblue	midnightblue
MORC4	grey	grey
MORF4L1	red	lightcyan
MORF4L2	turquoise	turquoise
MORN1	magenta	magenta
MORN2	magenta	magenta
MORN3	magenta	magenta
MORN4	magenta	magenta
MORN5	magenta	magenta
MOSPD1	grey	grey
MOSPD2	brown	brown
MOSPD3	cyan	black
MOV10	yellow	yellow
MOXD1	pink	pink
MPC1	grey	grey
MPC2	purple	purple
MPDU1	blue	blue
MPDZ	blue	blue
MPEG1	brown	brown
MPG	cyan	black
MPHOSPH10	turquoise	turquoise
MPHOSPH6	turquoise	turquoise
MPHOSPH8	blue	blue
MPHOSPH9	salmon	salmon
MPI	grey	grey
MPLKIP	turquoise	turquoise
MPND	black	black
MPP1	brown	brown
MPP2	turquoise	turquoise
MPP3	yellow	yellow
MPP5	blue	blue
MPP6	turquoise	turquoise
MPP7	grey	grey
MPPE1	grey	grey
MPRIP	blue	blue
MPST	blue	blue
MPV17	blue	blue
MPV17L	magenta	magenta
MPV17L2	black	black
MPZ	yellow	yellow
MPZL1	grey	grey
MPZL2	turquoise	turquoise
MPZL3	grey	grey
MR1	turquoise	turquoise
MRAP2	magenta	magenta
MRAS	brown	brown
MRC1	brown	brown
MRC2	pink	pink
MREG	grey	grey
MRFAP1	grey	grey
MRFAP1L1	grey	grey
MRGBP	turquoise	turquoise
MRGPRF	pink	pink
MRI1	yellow	yellow
MRM1	lightyellow	lightyellow
MROH1	lightyellow	lightyellow
MROH6	lightyellow	lightyellow
MRPL1	purple	purple
MRPL10	black	black
MRPL11	black	black
MRPL12	black	black
MRPL13	purple	purple
MRPL14	blue	blue
MRPL15	purple	purple
MRPL16	black	black
MRPL17	black	black
MRPL18	black	black
MRPL19	turquoise	turquoise
MRPL2	black	black
MRPL20	cyan	black
MRPL21	purple	purple
MRPL22	purple	purple
MRPL23	blue	blue
MRPL24	blue	blue
MRPL27	black	black
MRPL28	cyan	black
MRPL3	turquoise	turquoise
MRPL30	turquoise	turquoise
MRPL32	turquoise	turquoise
MRPL33	turquoise	turquoise
MRPL34	black	black
MRPL35	turquoise	turquoise
MRPL36	turquoise	turquoise
MRPL37	turquoise	turquoise
MRPL38	yellow	yellow
MRPL39	turquoise	turquoise
MRPL4	black	black
MRPL40	blue	blue
MRPL41	cyan	black
MRPL42	turquoise	turquoise
MRPL43	purple	purple
MRPL44	turquoise	turquoise
MRPL45	purple	purple
MRPL46	purple	purple
MRPL47	turquoise	turquoise
MRPL48	purple	purple
MRPL49	black	black
MRPL50	purple	purple
MRPL51	turquoise	turquoise
MRPL52	purple	purple
MRPL53	yellow	yellow
MRPL54	black	black
MRPL55	cyan	black
MRPL57	blue	blue
MRPL9	black	black
MRPS10	turquoise	turquoise
MRPS11	purple	purple
MRPS12	black	black
MRPS14	grey	grey
MRPS15	purple	purple
MRPS16	turquoise	turquoise
MRPS17	turquoise	turquoise
MRPS18A	black	black
MRPS18B	blue	blue
MRPS18C	turquoise	turquoise
MRPS2	cyan	black
MRPS21	black	black
MRPS22	turquoise	turquoise
MRPS23	purple	purple
MRPS24	black	black
MRPS25	yellow	yellow
MRPS26	black	black
MRPS27	purple	purple
MRPS28	purple	purple
MRPS30	turquoise	turquoise
MRPS31	green	green
MRPS33	purple	purple
MRPS34	cyan	black
MRPS35	turquoise	turquoise
MRPS36	purple	purple
MRPS5	turquoise	turquoise
MRPS6	blue	blue
MRPS7	black	black
MRPS9	turquoise	turquoise
MRRF	green	green
MRS2	grey	grey
MRTO4	black	black
MRVI1	pink	pink
MS4A1	greenyellow	greenyellow
MS4A14	brown	brown
MS4A15	turquoise	turquoise
MS4A2	tan	tan
MS4A4A	brown	brown
MS4A4E	green	green
MS4A6A	brown	brown
MS4A7	brown	brown
MS4A8	magenta	magenta
MSANTD2	green	green
MSANTD3	turquoise	turquoise
MSANTD4	midnightblue	midnightblue
MSC	pink	pink
MSH2	turquoise	turquoise
MSH3	midnightblue	midnightblue
MSH5	yellow	yellow
MSH6	turquoise	turquoise
MSI1	turquoise	turquoise
MSI2	blue	blue
MSL1	yellow	yellow
MSL2	salmon	salmon
MSL3	greenyellow	greenyellow
MSLN	turquoise	turquoise
MSMB	magenta	magenta
MSMO1	grey	grey
MSN	brown	brown
MSR1	brown	brown
MSRA	turquoise	turquoise
MSRB1	blue	blue
MSRB2	blue	blue
MSRB3	pink	pink
MSS51	yellow	yellow
MST1	yellow	yellow
MST1R	grey	grey
MSTO1	yellow	yellow
MSX1	grey	grey
MSX2	grey	grey
MT1A	grey	grey
MT1E	grey	grey
MT1F	blue	blue
MT1G	turquoise	turquoise
MT1H	turquoise	turquoise
MT1M	grey	grey
MT1X	grey	grey
MT2A	grey	grey
MTA1	red	lightcyan
MTA2	turquoise	turquoise
MTA3	turquoise	turquoise
MTAP	blue	blue
MTBP	turquoise	turquoise
MTCH1	black	black
MTCH2	turquoise	turquoise
MTCL1	grey	grey
MTCP1	yellow	yellow
MTDH	salmon	salmon
MTERF1	blue	blue
MTERF2	yellow	yellow
MTERF3	turquoise	turquoise
MTERF4	green	green
MTF1	blue	blue
MTF2	green	green
MTFMT	grey	grey
MTFP1	black	black
MTFR1	turquoise	turquoise
MTFR1L	yellow	yellow
MTFR2	turquoise	turquoise
MTG1	yellow	yellow
MTG2	lightyellow	lightyellow
MTHFD1	turquoise	turquoise
MTHFD1L	turquoise	turquoise
MTHFD2	turquoise	turquoise
MTHFD2L	green	green
MTHFR	yellow	yellow
MTHFS	blue	blue
MTHFSD	yellow	yellow
MTIF2	turquoise	turquoise
MTIF3	blue	blue
MTM1	blue	blue
MTMR1	blue	blue
MTMR10	black	black
MTMR11	grey	grey
MTMR12	turquoise	turquoise
MTMR14	brown	brown
MTMR2	turquoise	turquoise
MTMR3	blue	blue
MTMR4	blue	blue
MTMR6	brown	brown
MTMR7	grey	grey
MTMR8	blue	blue
MTMR9	blue	blue
MTO1	blue	blue
MTOR	blue	blue
MTPAP	turquoise	turquoise
MTPN	salmon	salmon
MTR	blue	blue
MTRF1	green	green
MTRF1L	salmon	salmon
MTRNR2L8	grey	grey
MTRR	turquoise	turquoise
MTSS1	grey	grey
MTURN	turquoise	turquoise
MTUS1	turquoise	turquoise
MTX1	black	black
MTX2	turquoise	turquoise
MTX3	midnightblue	midnightblue
MUC1	turquoise	turquoise
MUC13	lightgreen	lightgreen
MUC15	magenta	magenta
MUC16	grey	grey
MUC20	grey	grey
MUC21	turquoise	turquoise
MUC3A	turquoise	turquoise
MUC4	grey	grey
MUC5AC	grey	grey
MUC5B	grey	grey
MUL1	green	green
MUS81	yellow	yellow
MUTYH	yellow	yellow
MVB12A	black	black
MVB12B	grey	grey
MVD	cyan	black
MVK	black	black
MVP	turquoise	turquoise
MX1	grey	grey
MX2	brown	brown
MXD1	grey	grey
MXD3	yellow	yellow
MXD4	red	lightcyan
MXI1	grey	grey
MXRA5	pink	pink
MXRA7	pink	pink
MXRA8	pink	pink
MYADM	pink	pink
MYB	magenta	magenta
MYBBP1A	red	lightcyan
MYBL1	turquoise	turquoise
MYBL2	turquoise	turquoise
MYBPC2	greenyellow	greenyellow
MYBPH	grey	grey
MYBPHL	turquoise	turquoise
MYC	turquoise	turquoise
MYCBP	grey	grey
MYCBP2	blue	blue
MYCBPAP	magenta	magenta
MYCL	grey	grey
MYCN	grey	grey
MYCT1	tan	tan
MYD88	brown	brown
MYDGF	blue	blue
MYEF2	green	green
MYEOV	turquoise	turquoise
MYH10	tan	tan
MYH11	tan	tan
MYH14	lightcyan	lightcyan
MYH3	yellow	yellow
MYH7B	yellow	yellow
MYH9	pink	pink
MYL12A	blue	blue
MYL12B	blue	blue
MYL3	tan	tan
MYL5	yellow	yellow
MYL6	blue	blue
MYL6B	turquoise	turquoise
MYL9	pink	pink
MYLIP	grey	grey
MYLK	pink	pink
MYLK4	green	green
MYNN	turquoise	turquoise
MYO10	turquoise	turquoise
MYO15B	yellow	yellow
MYO18A	purple	purple
MYO19	turquoise	turquoise
MYO1B	blue	blue
MYO1C	red	lightcyan
MYO1D	purple	purple
MYO1E	grey	grey
MYO1F	brown	brown
MYO1G	brown	brown
MYO5A	brown	brown
MYO5B	blue	blue
MYO5C	blue	blue
MYO6	blue	blue
MYO7A	greenyellow	greenyellow
MYO9A	blue	blue
MYO9B	red	lightcyan
MYOF	purple	purple
MYOM1	magenta	magenta
MYOM2	magenta	magenta
MYOZ1	turquoise	turquoise
MYPOP	lightcyan	lightcyan
MYRF	grey	grey
MYRIP	blue	blue
MYSM1	green	green
MYZAP	tan	tan
MZB1	greenyellow	greenyellow
MZF1	yellow	yellow
MZT1	turquoise	turquoise
MZT2A	black	black
MZT2B	black	black
N4BP1	purple	purple
N4BP2	blue	blue
N4BP2L1	brown	brown
N4BP2L2	green	green
N4BP3	grey	grey
N6AMT1	grey	grey
NAA10	black	black
NAA15	turquoise	turquoise
NAA16	green	green
NAA20	purple	purple
NAA25	salmon	salmon
NAA30	blue	blue
NAA35	salmon	salmon
NAA38	black	black
NAA40	yellow	yellow
NAA50	salmon	salmon
NAA60	cyan	black
NAAA	brown	brown
NAALADL1	brown	brown
NAALADL2	black	black
NAB1	salmon	salmon
NAB2	grey	grey
NABP1	greenyellow	greenyellow
NABP2	turquoise	turquoise
NACA	purple	purple
NACAD	pink	pink
NACC1	red	lightcyan
NACC2	purple	purple
NADK	cyan	black
NADK2	turquoise	turquoise
NADSYN1	yellow	yellow
NAE1	turquoise	turquoise
NAF1	blue	blue
NAGA	brown	brown
NAGK	brown	brown
NAGLU	cyan	black
NAGPA	cyan	black
NAGS	grey	grey
NAIF1	red	lightcyan
NALCN	pink	pink
NAMPT	turquoise	turquoise
NANOS1	grey	grey
NANOS3	grey	grey
NANP	turquoise	turquoise
NANS	grey	grey
NAP1L1	grey	grey
NAP1L2	grey	grey
NAP1L3	pink	pink
NAP1L4	grey	grey
NAP1L5	blue	blue
NAPA	lightcyan	lightcyan
NAPB	green	green
NAPEPLD	blue	blue
NAPG	grey	grey
NAPRT	lightyellow	lightyellow
NAPSA	turquoise	turquoise
NARF	black	black
NARS	brown	brown
NARS2	turquoise	turquoise
NASP	turquoise	turquoise
NAT1	magenta	magenta
NAT10	blue	blue
NAT14	lightcyan	lightcyan
NAT8L	grey	grey
NAT9	lightyellow	lightyellow
NATD1	turquoise	turquoise
NAV1	blue	blue
NAV2	blue	blue
NAV3	brown	brown
NAXD	grey	grey
NAXE	black	black
NBAS	blue	blue
NBEA	blue	blue
NBEAL1	blue	blue
NBEAL2	red	lightcyan
NBL1	pink	pink
NBN	turquoise	turquoise
NBPF1	blue	blue
NBPF11	green	green
NBPF12	green	green
NBPF14	green	green
NBPF15	green	green
NBPF26	blue	blue
NBPF3	blue	blue
NBPF9	green	green
NBR1	blue	blue
NCALD	turquoise	turquoise
NCAM2	tan	tan
NCAPD2	turquoise	turquoise
NCAPD3	turquoise	turquoise
NCAPG	turquoise	turquoise
NCAPG2	turquoise	turquoise
NCAPH	turquoise	turquoise
NCAPH2	black	black
NCBP1	salmon	salmon
NCBP2	salmon	salmon
NCBP3	green	green
NCCRP1	grey	grey
NCDN	red	lightcyan
NCEH1	brown	brown
NCF1	brown	brown
NCF2	brown	brown
NCF4	brown	brown
NCK1	turquoise	turquoise
NCK2	grey	grey
NCKAP1	salmon	salmon
NCKAP1L	brown	brown
NCKAP5	grey	grey
NCKAP5L	red	lightcyan
NCKIPSD	red	lightcyan
NCL	turquoise	turquoise
NCLN	red	lightcyan
NCMAP	turquoise	turquoise
NCOA1	blue	blue
NCOA2	blue	blue
NCOA3	blue	blue
NCOA4	yellow	yellow
NCOA5	red	lightcyan
NCOA6	blue	blue
NCOA7	grey	grey
NCOR1	blue	blue
NCOR2	red	lightcyan
NCR3	greenyellow	greenyellow
NCR3LG1	blue	blue
NCS1	pink	pink
NCSTN	grey	grey
NDC1	turquoise	turquoise
NDC80	turquoise	turquoise
NDE1	grey	grey
NDEL1	grey	grey
NDFIP1	red	lightcyan
NDFIP2	yellow	yellow
NDN	tan	tan
NDNF	turquoise	turquoise
NDOR1	red	lightcyan
NDRG1	grey	grey
NDRG2	tan	tan
NDRG3	turquoise	turquoise
NDRG4	turquoise	turquoise
NDST1	tan	tan
NDUFA1	purple	purple
NDUFA10	grey	grey
NDUFA11	black	black
NDUFA12	purple	purple
NDUFA13	black	black
NDUFA2	purple	purple
NDUFA3	black	black
NDUFA4	purple	purple
NDUFA4L2	grey	grey
NDUFA5	grey	grey
NDUFA6	blue	blue
NDUFA7	black	black
NDUFA8	cyan	black
NDUFA9	turquoise	turquoise
NDUFAB1	blue	blue
NDUFAF1	turquoise	turquoise
NDUFAF2	purple	purple
NDUFAF3	blue	blue
NDUFAF4	turquoise	turquoise
NDUFAF5	turquoise	turquoise
NDUFAF6	grey	grey
NDUFAF7	green	green
NDUFB1	purple	purple
NDUFB10	cyan	black
NDUFB11	black	black
NDUFB2	black	black
NDUFB3	turquoise	turquoise
NDUFB4	purple	purple
NDUFB5	turquoise	turquoise
NDUFB6	purple	purple
NDUFB7	black	black
NDUFB8	purple	purple
NDUFB9	purple	purple
NDUFC1	purple	purple
NDUFC2	purple	purple
NDUFS1	turquoise	turquoise
NDUFS2	cyan	black
NDUFS3	black	black
NDUFS4	purple	purple
NDUFS5	purple	purple
NDUFS6	turquoise	turquoise
NDUFS7	black	black
NDUFS8	black	black
NDUFV1	yellow	yellow
NDUFV2	brown	brown
NDUFV3	grey	grey
NEBL	grey	grey
NECAB1	tan	tan
NECAB3	lightyellow	lightyellow
NECAP1	turquoise	turquoise
NECAP2	brown	brown
NECTIN1	grey	grey
NECTIN2	lightcyan	lightcyan
NECTIN3	grey	grey
NECTIN4	turquoise	turquoise
NEDD1	salmon	salmon
NEDD4	salmon	salmon
NEDD4L	brown	brown
NEDD8	purple	purple
NEDD9	turquoise	turquoise
NEFH	turquoise	turquoise
NEGR1	tan	tan
NEIL1	yellow	yellow
NEIL2	grey	grey
NEIL3	turquoise	turquoise
NEK1	blue	blue
NEK11	magenta	magenta
NEK2	turquoise	turquoise
NEK3	green	green
NEK4	blue	blue
NEK6	brown	brown
NEK7	midnightblue	midnightblue
NEK8	yellow	yellow
NEK9	blue	blue
NELFA	lightcyan	lightcyan
NELFB	cyan	black
NELFCD	green	green
NELFE	black	black
NELL2	greenyellow	greenyellow
NEMF	blue	blue
NEMP1	turquoise	turquoise
NEMP2	salmon	salmon
NENF	blue	blue
NEO1	blue	blue
NES	tan	tan
NET1	grey	grey
NETO2	turquoise	turquoise
NEU1	black	black
NEU3	blue	blue
NEURL1B	pink	pink
NEURL2	yellow	yellow
NEURL3	magenta	magenta
NEURL4	yellow	yellow
NEXN	pink	pink
NF1	blue	blue
NF2	red	lightcyan
NFAM1	brown	brown
NFASC	tan	tan
NFAT5	blue	blue
NFATC1	greenyellow	greenyellow
NFATC2	greenyellow	greenyellow
NFATC2IP	green	green
NFATC3	blue	blue
NFATC4	yellow	yellow
NFE2	grey	grey
NFE2L1	purple	purple
NFE2L2	blue	blue
NFE2L3	grey	grey
NFIA	blue	blue
NFIB	blue	blue
NFIC	purple	purple
NFIL3	turquoise	turquoise
NFIX	turquoise	turquoise
NFKB1	brown	brown
NFKB2	brown	brown
NFKBIA	grey	grey
NFKBIB	lightcyan	lightcyan
NFKBID	yellow	yellow
NFKBIE	brown	brown
NFKBIL1	black	black
NFKBIZ	green	green
NFRKB	blue	blue
NFS1	grey	grey
NFU1	purple	purple
NFX1	blue	blue
NFXL1	blue	blue
NFYA	blue	blue
NFYB	salmon	salmon
NFYC	yellow	yellow
NGDN	purple	purple
NGEF	turquoise	turquoise
NGF	grey	grey
NGFR	magenta	magenta
NGLY1	blue	blue
NGRN	turquoise	turquoise
NHLRC1	grey	grey
NHLRC2	blue	blue
NHLRC3	green	green
NHLRC4	magenta	magenta
NHP2	purple	purple
NHS	midnightblue	midnightblue
NHSL1	blue	blue
NHSL2	blue	blue
NICN1	yellow	yellow
NID1	pink	pink
NID2	pink	pink
NIF3L1	turquoise	turquoise
NIFK	turquoise	turquoise
NIM1K	grey	grey
NIN	blue	blue
NINJ1	black	black
NINJ2	turquoise	turquoise
NINL	yellow	yellow
NIP7	turquoise	turquoise
NIPA1	blue	blue
NIPA2	blue	blue
NIPAL1	grey	grey
NIPAL2	turquoise	turquoise
NIPAL3	turquoise	turquoise
NIPBL	turquoise	turquoise
NIPSNAP1	brown	brown
NIPSNAP3A	brown	brown
NIPSNAP3B	green	green
NISCH	red	lightcyan
NIT1	black	black
NIT2	turquoise	turquoise
NKAIN4	grey	grey
NKAP	grey	grey
NKD1	grey	grey
NKD2	pink	pink
NKG7	greenyellow	greenyellow
NKIRAS1	lightcyan	lightcyan
NKIRAS2	turquoise	turquoise
NKRF	turquoise	turquoise
NKTR	green	green
NKX2-1	turquoise	turquoise
NKX2-8	grey	grey
NKX3-1	grey	grey
NLE1	turquoise	turquoise
NLGN2	pink	pink
NLGN3	green	green
NLK	blue	blue
NLN	turquoise	turquoise
NLRC3	greenyellow	greenyellow
NLRC4	brown	brown
NLRC5	greenyellow	greenyellow
NLRP1	greenyellow	greenyellow
NLRP12	grey	grey
NLRP2	grey	grey
NLRP3	brown	brown
NLRX1	red	lightcyan
NMB	lightgreen	lightgreen
NMD3	turquoise	turquoise
NME1	purple	purple
NME2	black	black
NME3	cyan	black
NME4	cyan	black
NME5	magenta	magenta
NME6	grey	grey
NME7	grey	grey
NMI	greenyellow	greenyellow
NMNAT1	grey	grey
NMNAT2	grey	grey
NMNAT3	magenta	magenta
NMRAL1	cyan	black
NMRK1	turquoise	turquoise
NMT1	turquoise	turquoise
NMT2	brown	brown
NMU	turquoise	turquoise
NMUR1	tan	tan
NNAT	green	green
NNMT	blue	blue
NNT	turquoise	turquoise
NOA1	turquoise	turquoise
NOB1	purple	purple
NOC2L	cyan	black
NOC3L	turquoise	turquoise
NOC4L	cyan	black
NOCT	turquoise	turquoise
NOD1	turquoise	turquoise
NOD2	brown	brown
NOG	grey	grey
NOL10	turquoise	turquoise
NOL11	turquoise	turquoise
NOL12	yellow	yellow
NOL3	yellow	yellow
NOL4L	blue	blue
NOL6	red	lightcyan
NOL7	brown	brown
NOL8	blue	blue
NOL9	blue	blue
NOLC1	turquoise	turquoise
NOM1	blue	blue
NOMO1	grey	grey
NOMO2	blue	blue
NOMO3	blue	blue
NONO	turquoise	turquoise
NOP10	blue	blue
NOP14	turquoise	turquoise
NOP16	purple	purple
NOP2	turquoise	turquoise
NOP56	turquoise	turquoise
NOP58	turquoise	turquoise
NOP9	blue	blue
NOS1AP	blue	blue
NOS2	grey	grey
NOS3	grey	grey
NOSIP	black	black
NOSTRIN	turquoise	turquoise
NOTCH1	tan	tan
NOTCH2	purple	purple
NOTCH3	pink	pink
NOTCH4	tan	tan
NOTUM	lightyellow	lightyellow
NOVA1	grey	grey
NOVA2	tan	tan
NOX1	grey	grey
NOX4	pink	pink
NOXA1	yellow	yellow
NPAS1	grey	grey
NPAS2	grey	grey
NPAT	blue	blue
NPC1	brown	brown
NPC2	turquoise	turquoise
NPDC1	red	lightcyan
NPEPL1	yellow	yellow
NPEPPS	salmon	salmon
NPHP1	magenta	magenta
NPHP3	green	green
NPHP4	green	green
NPIPA1	yellow	yellow
NPIPA5	yellow	yellow
NPIPB15	yellow	yellow
NPIPB3	green	green
NPL	brown	brown
NPLOC4	lightcyan	lightcyan
NPM1	purple	purple
NPM2	magenta	magenta
NPM3	purple	purple
NPNT	turquoise	turquoise
NPR1	tan	tan
NPR2	tan	tan
NPR3	tan	tan
NPRL2	purple	purple
NPRL3	cyan	black
NPTN	yellow	yellow
NPTX1	grey	grey
NPTX2	grey	grey
NPTXR	grey	grey
NPW	brown	brown
NQO1	lightgreen	lightgreen
NQO2	grey	grey
NR0B2	turquoise	turquoise
NR1D1	grey	grey
NR1D2	turquoise	turquoise
NR1H2	lightcyan	lightcyan
NR1H3	brown	brown
NR2C1	green	green
NR2C2	blue	blue
NR2C2AP	black	black
NR2F1	tan	tan
NR2F2	tan	tan
NR2F6	red	lightcyan
NR3C1	midnightblue	midnightblue
NR3C2	turquoise	turquoise
NR4A1	grey	grey
NR4A2	grey	grey
NR4A3	tan	tan
NR5A2	tan	tan
NR6A1	green	green
NRARP	turquoise	turquoise
NRAS	turquoise	turquoise
NRBF2	turquoise	turquoise
NRBP1	turquoise	turquoise
NRBP2	yellow	yellow
NRCAM	grey	grey
NRDC	blue	blue
NRDE2	blue	blue
NREP	pink	pink
NRF1	green	green
NRG1	grey	grey
NRGN	turquoise	turquoise
NRIP1	salmon	salmon
NRIP2	green	green
NRIP3	turquoise	turquoise
NRK	grey	grey
NRM	turquoise	turquoise
NRN1	grey	grey
NRP1	brown	brown
NRP2	pink	pink
NRROS	brown	brown
NRSN2	lightcyan	lightcyan
NRTN	grey	grey
NRXN3	grey	grey
NSA2	purple	purple
NSD1	blue	blue
NSDHL	black	black
NSF	blue	blue
NSFL1C	grey	grey
NSL1	purple	purple
NSMAF	blue	blue
NSMCE1	blue	blue
NSMCE2	purple	purple
NSMCE3	purple	purple
NSMCE4A	green	green
NSMF	cyan	black
NSRP1	blue	blue
NSUN2	turquoise	turquoise
NSUN3	salmon	salmon
NSUN4	grey	grey
NSUN5	cyan	black
NSUN6	turquoise	turquoise
NSUN7	magenta	magenta
NT5C	black	black
NT5C2	blue	blue
NT5C3A	turquoise	turquoise
NT5C3B	black	black
NT5DC1	grey	grey
NT5DC2	black	black
NT5DC3	salmon	salmon
NT5E	grey	grey
NT5M	black	black
NTAN1	brown	brown
NTF4	magenta	magenta
NTHL1	cyan	black
NTM	pink	pink
NTMT1	cyan	black
NTN1	magenta	magenta
NTN4	brown	brown
NTPCR	grey	grey
NTS	turquoise	turquoise
NUAK1	pink	pink
NUAK2	grey	grey
NUB1	greenyellow	greenyellow
NUBP1	cyan	black
NUBP2	cyan	black
NUBPL	blue	blue
NUCB1	lightcyan	lightcyan
NUCB2	grey	grey
NUCKS1	blue	blue
NUDC	cyan	black
NUDCD1	turquoise	turquoise
NUDCD2	purple	purple
NUDCD3	turquoise	turquoise
NUDT1	turquoise	turquoise
NUDT11	pink	pink
NUDT12	midnightblue	midnightblue
NUDT13	green	green
NUDT14	black	black
NUDT15	turquoise	turquoise
NUDT16	turquoise	turquoise
NUDT16L1	cyan	black
NUDT17	yellow	yellow
NUDT18	blue	blue
NUDT19	turquoise	turquoise
NUDT2	blue	blue
NUDT21	salmon	salmon
NUDT22	black	black
NUDT3	blue	blue
NUDT4	blue	blue
NUDT5	turquoise	turquoise
NUDT7	turquoise	turquoise
NUDT8	black	black
NUDT9	grey	grey
NUF2	turquoise	turquoise
NUFIP1	turquoise	turquoise
NUFIP2	blue	blue
NUGGC	greenyellow	greenyellow
NUMA1	red	lightcyan
NUMB	blue	blue
NUMBL	lightcyan	lightcyan
NUP107	turquoise	turquoise
NUP133	blue	blue
NUP153	salmon	salmon
NUP155	turquoise	turquoise
NUP160	blue	blue
NUP188	red	lightcyan
NUP205	turquoise	turquoise
NUP210	turquoise	turquoise
NUP210L	green	green
NUP214	blue	blue
NUP35	turquoise	turquoise
NUP37	turquoise	turquoise
NUP43	turquoise	turquoise
NUP50	blue	blue
NUP54	turquoise	turquoise
NUP58	blue	blue
NUP62	lightcyan	lightcyan
NUP62CL	turquoise	turquoise
NUP85	turquoise	turquoise
NUP88	purple	purple
NUP93	turquoise	turquoise
NUP98	blue	blue
NUPR1	brown	brown
NUPR2	grey	grey
NUS1	salmon	salmon
NUSAP1	turquoise	turquoise
NUTF2	blue	blue
NVL	green	green
NWD1	magenta	magenta
NXF1	yellow	yellow
NXN	grey	grey
NXPE3	brown	brown
NXPH3	tan	tan
NXPH4	turquoise	turquoise
NXT1	black	black
NXT2	red	lightcyan
NYNRIN	grey	grey
OAF	pink	pink
OARD1	brown	brown
OAS1	grey	grey
OAS2	brown	brown
OAS3	grey	grey
OASL	brown	brown
OAT	grey	grey
OAZ1	black	black
OAZ2	turquoise	turquoise
OAZ3	grey	grey
OBSCN	yellow	yellow
OBSL1	brown	brown
OCEL1	black	black
OCIAD1	grey	grey
OCIAD2	blue	blue
OCLM	green	green
OCLN	midnightblue	midnightblue
OCRL	blue	blue
ODC1	brown	brown
ODF2	red	lightcyan
ODF2L	green	green
ODF3B	cyan	black
ODF3L1	magenta	magenta
OFD1	green	green
OGDH	turquoise	turquoise
OGDHL	turquoise	turquoise
OGFOD1	turquoise	turquoise
OGFOD3	cyan	black
OGFR	red	lightcyan
OGFRL1	brown	brown
OGG1	brown	brown
OGN	tan	tan
OGT	green	green
OIP5	turquoise	turquoise
OIT3	turquoise	turquoise
OLA1	turquoise	turquoise
OLFM1	turquoise	turquoise
OLFM2	grey	grey
OLFML1	pink	pink
OLFML2A	pink	pink
OLFML2B	pink	pink
OLFML3	pink	pink
OLR1	brown	brown
OMA1	green	green
OMD	pink	pink
OMG	magenta	magenta
OPA1	salmon	salmon
OPA3	lightcyan	lightcyan
OPHN1	blue	blue
OPLAH	lightyellow	lightyellow
OPN1SW	grey	grey
OPN3	lightgreen	lightgreen
OPRL1	brown	brown
OPTN	greenyellow	greenyellow
OR2A7	blue	blue
ORAI1	black	black
ORAI2	red	lightcyan
ORAI3	blue	blue
ORC1	turquoise	turquoise
ORC2	green	green
ORC3	salmon	salmon
ORC4	salmon	salmon
ORC5	turquoise	turquoise
ORC6	turquoise	turquoise
ORM1	turquoise	turquoise
ORM2	turquoise	turquoise
ORMDL1	green	green
ORMDL2	blue	blue
ORMDL3	turquoise	turquoise
